           1 -0.11968750000000002        1.1180825134776241E-002
           2   1.5312500000000001E-002   1.9181663064413022E-002
           3  -2.2500000000000003E-002   1.1178398687746926E-002
           4   1.6250000000000001E-002   1.1342214657346833E-002
           5  -1.4687499999999997E-002   9.1411814289328423E-003
           6   1.4062500000000000E-002   1.3341875518873315E-002
           7  -1.2500000000000001E-002   1.5645819462932156E-002
           8   1.2499999999999987E-003   1.4023479814622014E-002
           9  -3.1250000000000002E-003   1.4236957969391572E-002
          10   8.1250000000000020E-003   1.6451739185333030E-002
          11  -1.6874999999999998E-002   1.5723301886761007E-002
          12   1.2499999999999999E-002   1.5288033174131108E-002
          13  -1.2500000000000000E-003   9.8952850725315972E-003
          14  -1.4687500000000001E-002   7.6411770562888779E-003
          15   3.2187500000000001E-002   1.2569684236509504E-002
          16  -3.2500000000000001E-002   1.3037073205968345E-002
