           1 -0.15193749999999998        5.3326415566980531E-003
           2   6.3562499999999994E-002   9.7439217164685156E-003
           3  -5.1031249999999993E-002   1.0345176554867925E-002
           4   3.3937499999999995E-002   1.0360284912695319E-002
           5  -2.9656250000000002E-002   9.0189867721287495E-003
           6   2.6468750000000003E-002   9.3489278667098739E-003
           7  -2.5625000000000002E-002   8.4002521456865275E-003
           8   2.0062500000000000E-002   7.7882679753302998E-003
           9  -1.9281249999999996E-002   6.9010003929583378E-003
          10   1.4687500000000001E-002   7.4332971318251499E-003
          11  -7.9062500000000001E-003   7.6540955018466351E-003
          12   4.6249999999999989E-003   8.8639406837164939E-003
          13  -3.5312500000000005E-003   8.7159618202117487E-003
          14  -4.3437499999999987E-003   8.2388458372011468E-003
          15   7.2187499999999986E-003   8.4338276473213646E-003
          16  -7.0624999999999993E-003   9.2524630729696328E-003
